student_id,class_id,class_test_id,test_order,test_name,raw_grade,max_grade,grade_percent,is_makeup,makeup_grade,grade_final,grade_status,is_cheating,grade_note,nhan_tai_thoi_diem,scraped_at
25851,905,739,3,Test 3,70.0,100,70.0,FALSE,,70.0,confirmed,FALSE,,Vàng,2026-07-27
25851,905,740,4,Test 4,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25851,905,741,5,Test 5,75.0,100,75.0,FALSE,,75.0,confirmed,FALSE,,Vàng,2026-07-27
25851,905,742,6,Test 6,72.0,100,72.0,FALSE,,72.0,confirmed,FALSE,,Vàng,2026-07-27
25852,905,743,1,Test 1,42.0,100,42.0,FALSE,,42.0,confirmed,FALSE,,Xám,2026-07-27
25852,905,744,2,Test 2,45.0,100,45.0,FALSE,,45.0,confirmed,FALSE,,Xám,2026-07-27
25852,905,745,3,Test 3,48.0,100,48.0,FALSE,,48.0,confirmed,FALSE,,Đỏ,2026-07-27
25852,905,746,4,Test 4,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25852,905,747,5,Test 5,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25852,905,748,6,Test 6,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25853,905,749,1,Test 1,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25853,905,750,2,Test 2,88.0,100,88.0,FALSE,,88.0,confirmed,FALSE,,Vàng,2026-07-27
25853,905,751,3,Test 3,90.0,100,90.0,FALSE,,90.0,confirmed,FALSE,,Vàng,2026-07-27
25853,905,752,4,Test 4,92.0,100,92.0,FALSE,,92.0,confirmed,FALSE,,Vàng,2026-07-27
25853,905,753,5,Test 5,88.0,100,88.0,FALSE,,88.0,confirmed,FALSE,,Vàng,2026-07-27
25853,905,754,6,Test 6,95.0,100,95.0,FALSE,,95.0,confirmed,FALSE,,Vàng,2026-07-27
25854,905,755,1,Test 1,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25854,905,756,2,Test 2,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25854,905,757,3,Test 3,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25854,905,758,4,Test 4,60.0,100,60.0,FALSE,,60.0,confirmed,FALSE,,Đỏ,2026-07-27
25854,905,759,5,Test 5,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
25854,905,760,6,Test 6,58.0,100,58.0,FALSE,,58.0,confirmed,FALSE,,Đỏ,2026-07-27
25855,905,761,1,Test 1,78.0,100,78.0,FALSE,,78.0,confirmed,FALSE,,Vàng,2026-07-27
25855,905,762,2,Test 2,80.0,100,80.0,FALSE,,80.0,confirmed,FALSE,,Vàng,2026-07-27
25855,905,763,3,Test 3,82.0,100,82.0,FALSE,,82.0,confirmed,FALSE,,Vàng,2026-07-27
25855,905,764,4,Test 4,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25855,905,765,5,Test 5,88.0,100,88.0,FALSE,,88.0,confirmed,FALSE,,Vàng,2026-07-27
25855,905,766,6,Test 6,85.0,100,85.0,FALSE,,85.0,confirmed,FALSE,,Vàng,2026-07-27
25856,905,767,1,Test 1,40.0,100,40.0,FALSE,,40.0,confirmed,FALSE,,Xám,2026-07-27
25856,905,768,2,Test 2,42.0,100,42.0,FALSE,,42.0,confirmed,FALSE,,Xám,2026-07-27
25856,905,769,3,Test 3,45.0,100,45.0,FALSE,,45.0,confirmed,FALSE,,Xám,2026-07-27
25856,905,770,4,Test 4,48.0,100,48.0,FALSE,,48.0,confirmed,FALSE,,Xám,2026-07-27
25856,905,771,5,Test 5,50.0,100,50.0,FALSE,,50.0,confirmed,FALSE,,Đỏ,2026-07-27
25856,905,772,6,Test 6,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25857,905,773,1,Test 1,52.0,100,52.0,FALSE,,52.0,confirmed,FALSE,,Đỏ,2026-07-27
25857,905,774,2,Test 2,55.0,100,55.0,FALSE,,55.0,confirmed,FALSE,,Đỏ,2026-07-27
